Time [sec]	P [hPa]	T [oC]	Ws [m/s]	Wd [o]	Alt [m]	Lon [o]	Lat [o]	Dew [oC]
3362	185.0	-53.6	999999.0	999999	M	-73.531374	38.822079	-60.0
3363	184.8	-53.6	999999.0	999999	M	-73.530680	38.822099	-62.3
3364	184.7	-53.6	999999.0	999999	M	-73.529986	38.822118	-59.7
3365	184.6	-53.6	999999.0	999999	M	-73.529292	38.822137	-60.9
3366	184.5	-53.6	999999.0	999999	M	-73.528597	38.822156	-62.1
3367	184.3	-53.6	999999.0	999999	M	-73.527903	38.822175	-63.8
3368	184.2	-53.6	999999.0	999999	M	-73.527209	38.822194	-63.5
3369	184.1	-53.6	999999.0	999999	M	-73.526515	38.822213	-64.0
3370	184.0	-53.7	999999.0	999999	M	-73.525821	38.822233	-65.0
3371	183.9	-53.7	999999.0	999999	M	-73.525127	38.822252	-65.9
3372	183.7	-53.7	999999.0	999999	M	-73.524433	38.822271	-66.8
3373	183.6	-53.7	999999.0	999999	M	-73.523739	38.822290	-67.1
3374	183.5	-53.7	999999.0	999999	M	-73.523045	38.822309	-68.4
3375	183.4	-53.7	999999.0	999999	M	-73.522351	38.822328	-68.5
3376	183.2	-53.7	999999.0	999999	M	-73.521657	38.822347	-68.3
3377	183.1	-53.7	999999.0	999999	M	-73.520963	38.822367	-68.1
3378	183.0	-53.7	999999.0	999999	M	-73.520269	38.822386	-68.3
3379	182.9	-53.8	999999.0	999999	M	-73.519575	38.822405	-68.6
3380	182.7	-53.8	999999.0	999999	M	-73.518880	38.822424	-68.7
3381	182.6	-53.8	999999.0	999999	M	-73.518186	38.822443	-69.2
3382	182.5	-53.8	999999.0	999999	M	-73.517492	38.822462	-70.3
3383	182.4	-53.8	999999.0	999999	M	-73.516798	38.822481	-70.5
3384	182.2	-53.8	999999.0	999999	M	-73.516104	38.822500	-70.0
3385	182.1	-53.9	999999.0	999999	M	-73.515410	38.822520	-70.0
3386	182.0	-53.9	999999.0	999999	M	-73.514716	38.822539	-70.0
3387	181.9	-53.9	999999.0	999999	M	-73.514022	38.822558	-70.3
3388	181.7	-53.9	999999.0	999999	M	-73.513328	38.822577	-70.2
3389	181.6	-54.0	999999.0	999999	M	-73.512634	38.822596	-70.2
3390	181.5	-54.0	999999.0	999999	M	-73.511940	38.822615	-69.5
3391	181.4	-54.0	999999.0	999999	M	-73.511246	38.822634	-69.8
3392	181.2	-54.0	999999.0	999999	M	-73.510552	38.822654	-69.9
3393	181.1	-54.0	999999.0	999999	M	-73.509858	38.822673	-70.5
3394	181.0	-54.1	999999.0	999999	M	-73.509163	38.822692	-70.8
3395	180.9	-54.1	999999.0	999999	M	-73.508469	38.822711	-70.1
3396	180.8	-54.1	999999.0	999999	M	-73.507775	38.822730	-68.8
3397	180.6	-54.1	999999.0	999999	M	-73.507081	38.822749	-68.2
3398	180.5	-54.1	999999.0	999999	M	-73.506387	38.822768	-68.8
3399	180.4	-54.1	999999.0	999999	M	-73.505693	38.822787	-68.8
3400	180.3	-54.1	999999.0	999999	M	-73.504999	38.822807	-67.7
3401	180.1	-54.1	999999.0	999999	M	-73.504305	38.822826	-66.9
3402	180.0	-54.1	999999.0	999999	M	-73.503611	38.822845	-66.8
3403	179.9	-54.1	999999.0	999999	M	-73.502917	38.822864	-66.6
3404	179.8	-54.1	999999.0	999999	M	-73.502223	38.822883	-66.1
3405	179.6	-54.1	999999.0	999999	M	-73.501529	38.822902	-66.1
3406	179.5	-54.1	999999.0	999999	M	-73.500835	38.822921	-66.9
3407	179.4	-54.1	999999.0	999999	M	-73.500140	38.822941	-68.2
3408	179.3	-54.1	999999.0	999999	M	-73.499446	38.822960	-68.0
3409	179.1	-54.0	999999.0	999999	M	-73.498752	38.822979	-67.7
3410	179.0	-54.0	999999.0	999999	M	-73.498058	38.822998	-68.9
3411	178.9	-54.0	999999.0	999999	M	-73.497364	38.823017	-68.9
3412	178.8	-54.0	999999.0	999999	M	-73.496670	38.823036	-69.2
3413	178.6	-54.0	999999.0	999999	M	-73.495976	38.823055	-69.0
3414	178.5	-53.9	999999.0	999999	M	-73.495282	38.823074	-68.1
3415	178.4	-53.9	999999.0	999999	M	-73.494588	38.823094	-67.7
3416	178.3	-53.9	999999.0	999999	M	-73.493894	38.823113	-67.4
3417	178.1	-53.9	999999.0	999999	M	-73.493200	38.823132	-67.0
3418	178.0	-53.8	999999.0	999999	M	-73.492506	38.823151	-67.5
3419	177.9	-53.8	999999.0	999999	M	-73.491812	38.823170	-68.1
3420	177.8	-53.8	999999.0	999999	M	-73.491118	38.823189	-67.5
3421	177.6	-53.8	999999.0	999999	M	-73.490423	38.823208	-68.0
3422	177.5	-53.8	999999.0	999999	M	-73.489729	38.823228	-69.3
3423	177.4	-53.8	999999.0	999999	M	-73.489035	38.823247	-70.3
3424	177.3	-53.7	999999.0	999999	M	-73.488341	38.823266	-69.1
3425	177.2	-53.7	999999.0	999999	M	-73.487647	38.823285	-69.0
3426	177.0	-53.7	999999.0	999999	M	-73.486953	38.823304	-69.1
3427	176.9	-53.7	999999.0	999999	M	-73.486259	38.823323	-69.3
3428	176.8	-53.7	999999.0	999999	M	-73.485565	38.823342	-69.4
3429	176.7	-53.6	999999.0	999999	M	-73.484871	38.823362	-69.3
3430	176.5	-53.6	999999.0	999999	M	-73.484177	38.823381	-68.8
3431	176.4	-53.6	999999.0	999999	M	-73.483483	38.823400	-68.4
3432	176.3	-53.6	999999.0	999999	M	-73.482789	38.823419	-68.2
3433	176.2	-53.6	999999.0	999999	M	-73.482095	38.823438	-68.4
3434	176.0	-53.5	999999.0	999999	M	-73.481401	38.823457	-68.3
3435	175.9	-53.5	999999.0	999999	M	-73.480706	38.823476	-68.8
3436	175.8	-53.5	999999.0	999999	M	-73.480012	38.823495	-68.7
3437	175.7	-53.5	999999.0	999999	M	-73.479318	38.823515	-67.5
3438	175.5	-53.5	999999.0	999999	M	-73.478624	38.823534	-66.3
3439	175.4	-53.5	999999.0	999999	M	-73.477930	38.823553	-65.9
3440	175.3	-53.5	999999.0	999999	M	-73.477236	38.823572	-66.4
3441	175.2	-53.5	999999.0	999999	M	-73.476542	38.823591	-64.5
3442	175.0	-53.5	999999.0	999999	M	-73.475848	38.823610	-64.0
3443	174.9	-53.5	999999.0	999999	M	-73.475154	38.823629	-64.7
3444	174.8	-53.5	999999.0	999999	M	-73.474460	38.823649	-63.9
3445	174.7	-53.5	999999.0	999999	M	-73.473766	38.823668	-64.8
3446	174.5	-53.5	999999.0	999999	M	-73.473072	38.823687	-66.2
3447	174.4	-53.5	999999.0	999999	M	-73.472378	38.823706	-66.6
3448	174.3	-53.6	999999.0	999999	M	-73.471684	38.823725	-67.0
3449	174.2	-53.6	999999.0	999999	M	-73.470989	38.823744	-68.2
3450	174.1	-53.6	999999.0	999999	M	-73.470295	38.823763	-68.8
3451	173.9	-53.6	999999.0	999999	M	-73.469601	38.823782	-69.2
3452	173.8	-53.6	999999.0	999999	M	-73.468907	38.823802	-69.1
3453	173.7	-53.7	999999.0	999999	M	-73.468213	38.823821	-68.5
3454	173.6	-53.7	999999.0	999999	M	-73.467519	38.823840	-68.6
3455	173.4	-53.7	999999.0	999999	M	-73.466825	38.823859	-68.8
3456	173.3	-53.7	999999.0	999999	M	-73.466131	38.823878	-69.2
3457	173.2	-53.8	999999.0	999999	M	-73.465437	38.823897	-70.1
3458	173.1	-53.8	999999.0	999999	M	-73.464743	38.823916	-71.2
3459	172.9	-53.8	999999.0	999999	M	-73.464049	38.823936	-70.9
3460	172.8	-53.9	999999.0	999999	M	-73.463355	38.823955	-70.0
3461	172.7	-53.9	999999.0	999999	M	-73.462661	38.823974	-70.2
3462	172.6	-53.9	999999.0	999999	M	-73.461966	38.823993	-70.6
3463	172.4	-54.0	999999.0	999999	M	-73.461272	38.824012	-70.5
3464	172.3	-54.0	999999.0	999999	M	-73.460578	38.824031	-70.0
3465	172.2	-54.0	999999.0	999999	M	-73.459884	38.824050	-67.9
3466	172.1	-54.1	999999.0	999999	M	-73.459190	38.824069	-67.0
3467	171.9	-54.1	999999.0	999999	M	-73.458496	38.824089	-67.6
3468	171.8	-54.1	999999.0	999999	M	-73.457802	38.824108	-67.6
3469	171.7	-54.2	999999.0	999999	M	-73.457108	38.824127	-67.9
3470	171.6	-54.2	999999.0	999999	M	-73.456414	38.824146	-67.0
3471	171.4	-54.2	999999.0	999999	M	-73.455720	38.824165	-66.2
3472	171.3	-54.2	999999.0	999999	M	-73.455026	38.824184	-65.9
3473	171.2	-54.3	999999.0	999999	M	-73.454332	38.824203	-66.3
3474	171.1	-54.3	999999.0	999999	M	-73.453638	38.824223	-67.0
3475	170.9	-54.3	999999.0	999999	M	-73.452944	38.824242	-67.5
3476	170.8	-54.3	999999.0	999999	M	-73.452249	38.824261	-67.6
3477	170.7	-54.3	999999.0	999999	M	-73.451555	38.824280	-67.5
3478	170.6	-54.4	999999.0	999999	M	-73.450861	38.824299	-68.8
3479	170.5	-54.4	999999.0	999999	M	-73.450167	38.824318	-67.6
3480	170.3	-54.4	999999.0	999999	M	-73.449473	38.824337	-67.5
3481	170.2	-54.4	999999.0	999999	M	-73.448779	38.824357	-68.4
3482	170.1	-54.4	999999.0	999999	M	-73.448085	38.824376	-68.0
3483	170.0	-54.4	999999.0	999999	M	-73.447391	38.824395	-68.0
3484	169.8	-54.5	999999.0	999999	M	-73.446697	38.824414	-68.2
3485	169.7	-54.5	999999.0	999999	M	-73.446003	38.824433	-68.4
3486	169.6	-54.5	999999.0	999999	M	-73.445309	38.824452	-69.0
3487	169.5	-54.5	999999.0	999999	M	-73.444615	38.824471	-71.2
3488	169.3	-54.5	999999.0	999999	M	-73.443921	38.824490	-70.1
3489	169.2	-54.6	999999.0	999999	M	-73.443227	38.824510	-70.3
3490	169.1	-54.6	999999.0	999999	M	-73.442532	38.824529	-70.5
3491	169.0	-54.6	999999.0	999999	M	-73.441838	38.824548	-70.3
3492	168.8	-54.6	999999.0	999999	M	-73.441144	38.824567	-71.4
3493	168.7	-54.6	999999.0	999999	M	-73.440450	38.824586	-71.0
3494	168.6	-54.6	999999.0	999999	M	-73.439756	38.824605	-70.5
3495	168.5	-54.6	999999.0	999999	M	-73.439062	38.824624	-69.4
3496	168.3	-54.7	999999.0	999999	M	-73.438368	38.824644	-69.0
3497	168.2	-54.7	999999.0	999999	M	-73.437674	38.824663	-69.3
3498	168.1	-54.7	999999.0	999999	M	-73.436980	38.824682	-69.5
3499	168.0	-54.7	999999.0	999999	M	-73.436286	38.824701	-69.1
3500	167.8	-54.7	999999.0	999999	M	-73.435592	38.824720	-69.1
3501	167.7	-54.7	999999.0	999999	M	-73.434898	38.824739	-69.3
3502	167.6	-54.7	999999.0	999999	M	-73.434204	38.824758	-68.7
3503	167.5	-54.7	999999.0	999999	13783	-73.433509	38.824777	-68.5
3504	167.4	-54.7	999999.0	999999	13788	-73.432815	38.824797	-69.6
3505	167.2	-54.8	999999.0	999999	13793	-73.432121	38.824816	-70.1
3506	167.1	-54.8	999999.0	999999	13798	-73.431427	38.824835	-69.6
3507	167.0	-54.8	999999.0	999999	13803	-73.430733	38.824854	-68.6
3508	166.9	-54.8	999999.0	999999	13807	-73.430039	38.824873	-68.5
3509	166.7	-54.8	999999.0	999999	13812	-73.429345	38.824892	-68.9
3510	166.6	-54.8	999999.0	999999	13817	-73.428651	38.824911	-69.0
3511	166.5	-54.9	999999.0	999999	13821	-73.427957	38.824931	-68.2
3512	166.4	-54.9	999999.0	999999	13826	-73.427282	38.824946	-67.8
3513	166.3	-54.9	999999.0	999999	13830	-73.426681	38.824949	-68.6
3514	166.1	-54.9	999999.0	999999	13835	-73.426080	38.824951	-68.7
3515	166.0	-54.9	999999.0	999999	13839	-73.425479	38.824954	-68.6
3516	165.9	-54.9	999999.0	999999	13843	-73.424879	38.824956	-67.1
3517	165.8	-54.9	999999.0	999999	13848	-73.424278	38.824959	-66.5
3518	165.7	-55.0	999999.0	999999	13852	-73.423677	38.824961	-66.7
3519	165.6	-55.0	999999.0	999999	13856	-73.423076	38.824964	-66.2
3520	165.5	-55.0	999999.0	999999	13860	-73.422475	38.824966	-66.1
3521	165.4	-55.0	999999.0	999999	13864	-73.421874	38.824969	-65.8
3522	165.3	-55.0	999999.0	999999	13868	-73.421273	38.824971	-67.5
3523	165.2	-55.1	999999.0	999999	13872	-73.420672	38.824974	-67.3
3524	165.1	-55.1	999999.0	999999	13876	-73.420071	38.824976	-69.4
3525	165.0	-55.1	999999.0	999999	13880	-73.419470	38.824979	-68.5
3526	164.9	-55.1	999999.0	999999	13884	-73.418869	38.824981	-69.8
3527	164.8	-55.2	999999.0	999999	13888	-73.418268	38.824984	-70.8
3528	164.6	-55.2	54.7	268	13892	-73.417667	38.824986	-72.4
3529	164.5	-55.2	54.7	268	13897	-73.417066	38.824989	-72.2
3530	164.4	-55.2	54.7	268	13901	-73.416465	38.824991	-71.8
3531	164.3	-55.3	54.6	268	13905	-73.415864	38.824994	-71.4
3532	164.2	-55.3	54.6	268	13909	-73.415264	38.824996	-70.6
3533	164.1	-55.3	54.6	268	13913	-73.414663	38.824999	-70.8
3534	164.0	-55.4	54.4	268	13918	-73.414062	38.825001	-70.1
3535	163.9	-55.4	54.0	268	13922	-73.413461	38.825004	-69.3
3536	163.8	-55.4	53.6	268	13926	-73.412860	38.825006	-68.2
3537	163.7	-55.5	53.3	268	13930	-73.412259	38.825009	-68.4
3538	163.6	-55.5	52.9	269	13934	-73.411658	38.825011	-67.8
3539	163.5	-55.6	52.5	269	13938	-73.411057	38.825014	-67.6
3540	163.4	-55.6	52.1	269	13942	-73.410456	38.825016	-67.1
3541	163.3	-55.7	51.7	269	13946	-73.409855	38.825019	-67.5
3542	163.2	-55.7	51.3	269	13950	-73.409254	38.825021	-66.9
3543	163.1	-55.7	51.0	269	13954	-73.408648	38.825025	-67.3
3544	163.0	-55.8	50.6	269	13958	-73.408039	38.825029	-67.3
3545	162.9	-55.8	50.2	270	13962	-73.407430	38.825033	-67.5
3546	162.8	-55.8	49.9	270	13966	-73.406821	38.825038	-67.9
3547	162.7	-55.9	49.5	270	13970	-73.406212	38.825042	-69.5
3548	162.6	-55.9	49.1	270	13974	-73.405604	38.825046	-69.1
3549	162.5	-56.0	48.8	270	13978	-73.404995	38.825050	-69.3
3550	162.3	-56.0	48.4	270	13983	-73.404386	38.825055	-69.3
3551	162.2	-56.0	48.0	271	13987	-73.403777	38.825059	-70.0
3552	162.1	-56.1	48.1	270	13991	-73.403168	38.825063	-70.1
3553	162.0	-56.1	48.4	270	13995	-73.402559	38.825067	-68.8
3554	161.9	-56.2	48.9	270	13999	-73.401950	38.825072	-65.7
3555	161.8	-56.2	49.6	270	14004	-73.401341	38.825076	-66.5
3556	161.7	-56.3	50.3	269	14008	-73.400732	38.825080	-67.9
3557	161.6	-56.3	51.0	269	14012	-73.400124	38.825084	-68.1
3558	161.5	-56.3	51.7	269	14016	-73.399515	38.825089	-68.5
3559	161.4	-56.4	52.4	269	14020	-73.398906	38.825093	-69.0
3560	161.3	-56.4	53.2	268	14024	-73.398297	38.825097	-70.1
3561	161.2	-56.4	53.8	268	14028	-73.397688	38.825101	-71.5
3562	161.1	-56.5	54.6	268	14032	-73.397079	38.825105	-70.8
3563	161.0	-56.5	55.3	268	14036	-73.396470	38.825110	-71.3
3564	160.9	-56.5	56.0	267	14040	-73.395861	38.825114	-70.5
3565	160.8	-56.6	56.0	267	14044	-73.395252	38.825118	-70.3
3566	160.7	-56.6	55.8	267	14048	-73.394643	38.825122	-69.9
3567	160.6	-56.6	55.7	268	14052	-73.394035	38.825127	-70.7
3568	160.4	-56.7	55.5	268	14057	-73.393426	38.825131	-70.3
3569	160.3	-56.7	55.2	268	14062	-73.392817	38.825135	-69.9
3570	160.2	-56.7	55.0	268	14066	-73.392208	38.825139	-69.7
3571	160.1	-56.8	54.9	268	14071	-73.391599	38.825144	-69.8
3572	160.0	-56.8	54.3	268	14076	-73.390990	38.825148	-69.4
3573	159.9	-56.8	53.3	268	14080	-73.390380	38.825150	-69.9
3574	159.8	-56.9	52.4	269	14085	-73.389769	38.825151	-70.8
3575	159.6	-56.9	51.6	269	14090	-73.389158	38.825152	-70.1
3576	159.5	-56.9	50.6	269	14094	-73.388547	38.825153	-70.2
3577	159.4	-57.0	49.7	270	14099	-73.387936	38.825154	-69.4
3578	159.3	-57.0	48.8	270	14103	-73.387326	38.825155	-69.5
3579	159.2	-57.0	47.9	271	14108	-73.386715	38.825156	-70.1
3580	159.1	-57.0	47.1	271	14113	-73.386104	38.825157	-70.0
3581	159.0	-57.1	46.3	272	14117	-73.385493	38.825158	-69.4
3582	158.8	-57.1	45.6	272	14122	-73.384882	38.825159	-69.5
3583	158.7	-57.1	45.0	272	14126	-73.384271	38.825160	-69.2
3584	158.6	-57.1	44.3	273	14131	-73.383660	38.825161	-69.4
3585	158.5	-57.2	44.3	273	14136	-73.383049	38.825161	-69.3
3586	158.4	-57.2	44.6	273	14140	-73.382438	38.825162	-69.6
3587	158.3	-57.2	44.8	272	14145	-73.381827	38.825163	-69.4
3588	158.2	-57.2	45.1	272	14149	-73.381217	38.825164	-69.9
3589	158.0	-57.3	45.4	272	14154	-73.380606	38.825165	-70.8
3590	157.9	-57.3	45.6	272	14158	-73.379995	38.825166	-71.7
3591	157.8	-57.3	45.8	272	14163	-73.379384	38.825167	-72.1
3592	157.7	-57.4	46.1	272	14167	-73.378773	38.825168	-72.2
3593	157.6	-57.4	46.3	272	14172	-73.378162	38.825169	-72.4
3594	157.5	-57.4	46.7	272	14176	-73.377551	38.825170	-73.2
3595	157.4	-57.4	47.2	271	14181	-73.376940	38.825171	-73.2
3596	157.3	-57.5	47.8	271	14185	-73.376329	38.825172	-73.0
3597	157.1	-57.5	48.4	271	14190	-73.375719	38.825173	-72.3
3598	157.0	-57.5	48.9	271	14194	-73.375112	38.825171	-71.8
3599	156.9	-57.5	49.5	271	14198	-73.374526	38.825159	-71.7
3600	156.8	-57.5	50.1	270	14203	-73.373940	38.825147	-71.3
3601	156.7	-57.6	50.5	270	14207	-73.373354	38.825135	-71.0
3602	156.6	-57.6	50.8	270	14212	-73.372768	38.825123	-70.2
3603	156.5	-57.6	51.1	270	14216	-73.372182	38.825111	-70.6
3604	156.4	-57.6	51.4	270	14221	-73.371596	38.825099	-70.3
3605	156.3	-57.7	51.8	270	14225	-73.371010	38.825087	-69.9
3606	156.2	-57.7	52.1	270	14229	-73.370424	38.825075	-70.1
3607	156.1	-57.7	52.4	270	14234	-73.369838	38.825063	-71.3
3608	155.9	-57.8	52.7	269	14238	-73.369252	38.825051	-71.0
3609	155.8	-57.8	53.0	269	14243	-73.368666	38.825039	-71.0
3610	155.7	-57.8	53.4	269	14248	-73.368080	38.825027	-71.5
3611	155.6	-57.8	53.7	269	14253	-73.367494	38.825015	-71.8
3612	155.5	-57.9	54.0	269	14258	-73.366908	38.825003	-72.1
3613	155.3	-57.9	54.3	269	14263	-73.366322	38.824991	-72.3
3614	155.2	-57.9	54.4	269	14268	-73.365736	38.824979	-72.9
3615	155.1	-57.9	54.4	269	14274	-73.365150	38.824967	-73.6
3616	155.0	-57.9	54.4	269	14279	-73.364564	38.824955	-73.8
3617	154.8	-57.9	54.1	269	14284	-73.363977	38.824943	-73.2
3618	154.7	-58.0	53.7	269	14289	-73.363391	38.824931	-73.1
3619	154.6	-58.0	53.4	269	14294	-73.362805	38.824919	-72.6
3620	154.4	-58.0	53.0	269	14299	-73.362219	38.824907	-72.2
3621	154.3	-58.0	52.6	269	14305	-73.361633	38.824895	-72.0
3622	154.2	-58.0	52.3	269	14310	-73.361047	38.824883	-71.6
3623	154.1	-58.0	51.9	269	14315	-73.360461	38.824871	-71.0
3624	153.9	-58.1	51.6	269	14320	-73.359876	38.824860	-70.8
3625	153.8	-58.1	51.2	268	14326	-73.359345	38.824866	-70.9
3626	153.7	-58.1	50.8	268	14331	-73.358814	38.824872	-70.9
3627	153.6	-58.1	50.5	268	14336	-73.358282	38.824878	-70.2
3628	153.4	-58.1	50.1	268	14341	-73.357751	38.824884	-71.0
3629	153.3	-58.1	49.8	268	14347	-73.357219	38.824890	-70.9
3630	153.2	-58.1	49.4	268	14352	-73.356688	38.824896	-71.0
3631	153.0	-58.1	49.1	268	14357	-73.356156	38.824903	-71.4
3632	152.9	-58.1	48.7	268	14362	-73.355625	38.824909	-72.8
3633	152.8	-58.1	48.4	268	14368	-73.355093	38.824915	-72.4
3634	152.7	-58.1	48.0	268	14373	-73.354562	38.824921	-71.3
3635	152.5	-58.1	47.7	268	14378	-73.354030	38.824927	-72.1
3636	152.4	-58.1	47.3	268	14384	-73.353499	38.824933	-71.7
3637	152.3	-58.1	47.3	268	14389	-73.352967	38.824939	-71.5
3638	152.2	-58.1	47.3	268	14394	-73.352436	38.824945	-71.0
3639	152.0	-58.1	47.3	268	14399	-73.351905	38.824952	-70.8
3640	151.9	-58.1	47.3	268	14405	-73.351373	38.824958	-71.6
3641	151.8	-58.1	47.3	268	14410	-73.350842	38.824964	-71.2
3642	151.7	-58.2	47.3	268	14415	-73.350310	38.824970	-71.5
3643	151.5	-58.2	47.3	268	14420	-73.349779	38.824976	-71.9
3644	151.4	-58.2	47.3	268	14426	-73.349247	38.824982	-71.5
3645	151.3	-58.2	47.3	268	14431	-73.348716	38.824988	-72.3
3646	151.1	-58.2	47.3	268	14436	-73.348184	38.824994	-72.2
3647	151.0	-58.2	47.3	268	14441	-73.347653	38.825000	-72.6
3648	150.9	-58.2	47.3	268	14447	-73.347121	38.825007	-72.8
3649	150.8	-58.2	47.3	268	14452	-73.346590	38.825013	-72.8
3650	150.6	-58.2	47.3	268	14457	-73.346059	38.825019	-71.9
3651	150.5	-58.2	47.3	268	14462	-73.345527	38.825025	-72.0
3652	150.4	-58.2	47.3	268	14468	-73.344996	38.825031	-72.2
3653	150.3	-58.2	47.3	268	14473	-73.344464	38.825037	-72.1
3654	150.1	-58.2	47.3	268	14478	-73.343933	38.825043	-72.1
3655	150.0	-58.2	47.3	268	14484	-73.343401	38.825049	-72.3
3656	149.9	-58.2	47.3	268	14489	-73.342870	38.825055	-71.0
3657	149.8	-58.2	47.3	268	14494	-73.342338	38.825062	-70.6
3658	149.6	-58.2	47.3	268	14499	-73.341807	38.825068	-70.2
3659	149.5	-58.3	47.3	268	14505	-73.341275	38.825074	-70.8
3660	149.4	-58.3	47.3	268	14510	-73.340744	38.825080	-69.9
3661	149.3	-58.3	47.3	268	14515	-73.340212	38.825086	-70.5
3662	149.1	-58.3	47.3	268	14520	-73.339681	38.825092	-69.9
3663	149.0	-58.4	47.3	268	14526	-73.339150	38.825098	-70.4
3664	148.9	-58.4	47.3	268	14531	-73.338618	38.825104	-70.5
3665	148.8	-58.4	47.3	268	14536	-73.338087	38.825111	-71.1
3666	148.6	-58.5	47.3	268	14541	-73.337555	38.825117	-72.2
3667	148.5	-58.5	47.3	268	14547	-73.337024	38.825123	-72.4
3668	148.4	-58.6	47.3	268	14552	-73.336492	38.825129	-72.5
3669	148.3	-58.6	47.3	268	14557	-73.335961	38.825135	-72.3
3670	148.2	-58.6	47.3	268	14563	-73.335429	38.825141	-72.5
3671	148.0	-58.6	47.3	268	14568	-73.334898	38.825147	-72.7
3672	147.9	-58.7	47.3	268	14573	-73.334366	38.825153	-73.5
3673	147.8	-58.7	47.3	268	14578	-73.333835	38.825159	-72.9
3674	147.7	-58.7	47.3	268	14584	-73.333303	38.825166	-72.5
3675	147.5	-58.7	47.3	268	14589	-73.332772	38.825172	-73.0
3676	147.4	-58.7	47.3	268	14594	-73.332241	38.825178	-73.8
3677	147.3	-58.8	47.3	268	14599	-73.331709	38.825184	-73.5
3678	147.2	-58.8	47.3	268	14605	-73.331178	38.825190	-73.7
3679	147.0	-58.8	47.3	268	14610	-73.330646	38.825196	-74.0
3680	146.9	-58.8	47.3	268	14615	-73.330115	38.825202	-73.9
3681	146.8	-58.8	47.3	268	14620	-73.329583	38.825208	-74.1
3682	146.7	-58.8	47.3	268	14626	-73.329052	38.825215	-74.0
3683	146.6	-58.8	47.3	268	14631	-73.328520	38.825221	-74.2
3684	146.4	-58.8	47.3	268	14636	-73.328011	38.825244	-74.4
3685	146.3	-58.9	47.3	268	14642	-73.327528	38.825287	-73.6
3686	146.2	-58.9	47.3	268	14647	-73.327044	38.825330	-73.9
3687	146.0	-58.9	47.3	268	14653	-73.326561	38.825374	-72.1
3688	145.9	-58.9	47.3	268	14659	-73.326077	38.825417	-71.9
3689	145.8	-58.9	47.3	268	14664	-73.325594	38.825460	-72.1
3690	145.7	-58.9	47.1	267	14670	-73.325111	38.825504	-71.5
3691	145.5	-58.9	46.9	267	14676	-73.324627	38.825547	-71.1
3692	145.4	-58.9	46.7	267	14680	-73.324144	38.825590	-70.9
3693	145.3	-59.0	46.6	267	14684	-73.323660	38.825633	-71.0
3694	145.2	-59.0	46.4	266	14689	-73.323177	38.825677	-70.7
3695	145.1	-59.0	46.3	266	14693	-73.322694	38.825720	-70.8
3696	145.0	-59.0	46.1	266	14697	-73.322210	38.825763	-71.2
3697	144.9	-59.0	46.0	266	14701	-73.321727	38.825807	-71.2
3698	144.8	-59.0	45.8	265	14705	-73.321243	38.825850	-70.6
3699	144.7	-59.0	45.7	265	14710	-73.320760	38.825893	-70.5
3700	144.6	-59.0	45.5	265	14714	-73.320277	38.825936	-70.2
3701	144.5	-59.1	45.3	264	14718	-73.319793	38.825980	-69.5
3702	144.5	-59.1	45.2	264	14722	-73.319310	38.826023	-68.8
3703	144.4	-59.1	45.0	264	14726	-73.318826	38.826066	-68.9
3704	144.3	-59.1	44.9	264	14730	-73.318343	38.826110	-69.5
3705	144.2	-59.1	44.7	263	14735	-73.317860	38.826153	-69.1
3706	144.1	-59.1	44.6	263	14739	-73.317376	38.826196	-69.6
3707	144.0	-59.1	44.4	263	14743	-73.316893	38.826240	-70.0
3708	143.9	-59.1	44.3	262	14747	-73.316409	38.826283	-71.6
3709	143.8	-59.1	44.2	262	14751	-73.315926	38.826326	-72.5
3710	143.7	-59.1	44.2	262	14756	-73.315443	38.826369	-73.2
3711	143.6	-59.1	44.2	262	14760	-73.314959	38.826413	-73.6
3712	143.5	-59.1	44.2	262	14764	-73.314476	38.826456	-72.8
3713	143.4	-59.1	44.2	262	14768	-73.313992	38.826499	-73.3
3714	143.3	-59.0	44.2	262	14772	-73.313509	38.826543	-73.1
3715	143.2	-59.0	44.2	262	14776	-73.313026	38.826586	-72.9
3716	143.1	-59.0	44.2	262	14781	-73.312542	38.826629	-72.7
3717	143.0	-59.0	44.2	262	14785	-73.312059	38.826672	-71.8
3718	142.9	-59.0	44.2	262	14789	-73.311575	38.826716	-71.0
3719	142.8	-59.0	44.2	262	14793	-73.311092	38.826759	-70.8
3720	142.7	-59.0	44.2	262	14797	-73.310609	38.826802	-70.6
3721	142.6	-59.0	44.2	262	14802	-73.310125	38.826846	-70.3
3722	142.5	-59.0	44.2	262	14806	-73.309642	38.826889	-71.3
3723	142.5	-59.1	44.2	262	14810	-73.309159	38.826932	-71.1
3724	142.4	-59.1	44.2	262	14814	-73.308675	38.826975	-71.0
3725	142.3	-59.1	44.2	262	14818	-73.308192	38.827019	-71.2
3726	142.2	-59.1	43.8	262	14822	-73.307708	38.827062	-72.6
3727	142.1	-59.1	43.4	262	14827	-73.307225	38.827105	-73.3
3728	142.0	-59.1	43.1	262	14830	-73.306742	38.827149	-74.0
3729	141.9	-59.1	42.7	262	14834	-73.306258	38.827192	-74.0
3730	141.8	-59.1	42.3	262	14838	-73.305788	38.827258	-74.0
3731	141.7	-59.1	41.9	261	14842	-73.305324	38.827333	-73.1
3732	141.7	-59.1	41.5	261	14845	-73.304860	38.827408	-73.1
